,from,to,weight
117008,Sirunyan A.M.,Zhang S.,388
58460,Gasparini F.,Sirunyan A.M.,388
50249,Della Ricca G.,Sirunyan A.M.,389
31813,Byszuk A.,Sirunyan A.M.,389
111499,Ruggles T.,Sirunyan A.M.,389
26921,Biasini M.,Sirunyan A.M.,389
71713,Joyce M.,Sirunyan A.M.,389
116554,Sirunyan A.M.,Verweij M.,389
90207,Lontkovskyi D.,Sirunyan A.M.,390
116226,Sirunyan A.M.,Tiko A.,390
104189,Perrozzi L.,Sirunyan A.M.,390
17060,Anderson D.,Sirunyan A.M.,390
50959,Di Maria R.,Sirunyan A.M.,390
93875,Mavromanolakis G.,Sirunyan A.M.,390
115976,Sirunyan A.M.,Stieger B.,390
24991,Baur S.,Sirunyan A.M.,390
100879,Olszewski M.,Sirunyan A.M.,391
50962,Di Mattia A.,Sirunyan A.M.,392
116460,Sirunyan A.M.,Van Onsem G.P.,392
70143,Jha V.,Sirunyan A.M.,392
89855,Liu Z.,Sirunyan A.M.,392
116008,Sirunyan A.M.,Strong G.,393
116449,Sirunyan A.M.,Van Doninck W.,393
50173,Del Re D.,Sirunyan A.M.,393
115989,Sirunyan A.M.,Stoye M.,393
112244,Sahin M.,Sirunyan A.M.,394
59993,Gottschalk E.,Sirunyan A.M.,394
50956,Di Marco E.,Sirunyan A.M.,395
49658,De Wit A.,Sirunyan A.M.,395
54446,Erö J.,Sirunyan A.M.,395
112251,Sahoo D.K.,Sirunyan A.M.,395
116863,Sirunyan A.M.,Xia F.,395
56437,Fiori F.,Sirunyan A.M.,395
116454,Sirunyan A.M.,Van Mechelen P.,396
48702,Daponte V.,Sirunyan A.M.,396
53634,Eichhorn T.,Sirunyan A.M.,396
102215,Paneva M.I.,Sirunyan A.M.,396
115954,Sirunyan A.M.,Steen A.,396
115933,Sirunyan A.M.,Stakia A.,396
74176,Karmgard D.J.,Sirunyan A.M.,396
116320,Sirunyan A.M.,Triossi A.,396
96861,Mulholland T.,Sirunyan A.M.,396
60823,Gulhan D.,Sirunyan A.M.,396
46096,Cirkovic P.,Sirunyan A.M.,396
62590,Harrington C.,Sirunyan A.M.,396
111114,Roozbahani B.,Sirunyan A.M.,396
116048,Sirunyan A.M.,Sun M.,396
107981,Preuten M.,Sirunyan A.M.,396
74067,Karathanasis G.,Sirunyan A.M.,396
116138,Sirunyan A.M.,Taroni S.,397
32293,Cankocak K.,Sirunyan A.M.,397
116457,Sirunyan A.M.,Van Mulders P.,397
116453,Sirunyan A.M.,Van Hove P.,397
115261,Simonetto F.,Sirunyan A.M.,397
57578,Funk G.,Sirunyan A.M.,398
58748,Gelé D.,Sirunyan A.M.,398
59324,Givernaud A.,Sirunyan A.M.,398
116287,Sirunyan A.M.,Tos K.,399
111117,Rorie J.,Sirunyan A.M.,399
69894,Jeng G.Y.,Sirunyan A.M.,399
68973,Janjam R.,Sirunyan A.M.,399
108793,Python Q.,Sirunyan A.M.,399
109109,Rad N.,Sirunyan A.M.,399
65315,Hsu D.,Sirunyan A.M.,400
98427,Nessi-Tedaldi F.,Sirunyan A.M.,400
64466,Hobson P.R.,Sirunyan A.M.,400
116463,Sirunyan A.M.,Van Remortel N.,400
15812,Allen B.,Sirunyan A.M.,400
116985,Sirunyan A.M.,Zenaiev O.,400
16157,Alverson G.,Sirunyan A.M.,400
97961,Narayanan S.,Sirunyan A.M.,400
116072,Sirunyan A.M.,Syarif R.,400
82487,Kousouris K.,Sirunyan A.M.,400
113661,Savitskyi M.,Sirunyan A.M.,400
80123,Ko W.,Sirunyan A.M.,400
62748,Hasegawa S.,Sirunyan A.M.,400
105717,Pilot J.,Sirunyan A.M.,400
85392,Lariccia P.,Sirunyan A.M.,401
93105,Marchesini I.,Sirunyan A.M.,401
102005,Palladino V.,Sirunyan A.M.,401
74070,Karavdina A.,Sirunyan A.M.,401
32064,Call K.,Sirunyan A.M.,401
60770,Guilbaud M.,Sirunyan A.M.,401
114033,Schumann S.,Sirunyan A.M.,401
49411,De Clercq J.,Sirunyan A.M.,401
92482,Mallios S.,Sirunyan A.M.,403
32709,Carlin R.,Sirunyan A.M.,403
91539,Madlener T.,Sirunyan A.M.,403
21443,Auzinger G.,Sirunyan A.M.,403
114527,Shah A.,Sirunyan A.M.,403
58463,Gasparini U.,Sirunyan A.M.,404
115897,Sirunyan A.M.,Spalding W.J.,404
114938,Shopova M.,Sirunyan A.M.,404
114830,Shi M.,Sirunyan A.M.,404
87983,Lezki S.,Sirunyan A.M.,404
40971,Checchia P.,Sirunyan A.M.,404
116686,Sirunyan A.M.,Wang T.W.,404
117062,Sirunyan A.M.,Zotto P.,404
92595,Manca E.,Sirunyan A.M.,404
20738,Ather M.W.,Sirunyan A.M.,404
99594,Niu X.,Sirunyan A.M.,405
51928,Dorney B.,Sirunyan A.M.,405
90698,Luckey P.D.,Sirunyan A.M.,405
103918,Peng C.C.,Sirunyan A.M.,405
116678,Sirunyan A.M.,Wang L.,405
116268,Sirunyan A.M.,Tonon N.,405
88537,Liao H.,Sirunyan A.M.,405
47275,Conway R.,Sirunyan A.M.,405
49603,De Roeck A.,Sirunyan A.M.,405
92637,Mandorli G.,Sirunyan A.M.,405
76695,Khvastunov I.,Sirunyan A.M.,405
54422,Errico F.,Sirunyan A.M.,405
66561,Hwang C.,Sirunyan A.M.,405
49441,De Guio F.,Sirunyan A.M.,405
111205,Rossi A.,Sirunyan A.M.,405
59073,Giannini L.,Sirunyan A.M.,405
56609,Flores C.,Sirunyan A.M.,405
115826,Sirunyan A.M.,Smith C.,405
63890,Higginbotham S.,Sirunyan A.M.,405
116522,Sirunyan A.M.,Velicanu D.,405
111171,Roskas C.,Sirunyan A.M.,406
82722,Krammer N.,Sirunyan A.M.,406
48175,Daci N.,Sirunyan A.M.,406
116827,Sirunyan A.M.,Woodard A.,406
98373,Negro G.,Sirunyan A.M.,406
58872,Gerosa R.,Sirunyan A.M.,406
77228,Kim J.S.,Sirunyan A.M.,407
116103,Sirunyan A.M.,Takahashi Y.,407
96751,Mudholkar T.,Sirunyan A.M.,407
49386,De Bruyn I.,Sirunyan A.M.,407
97652,Nam K.,Sirunyan A.M.,407
49415,De Cosa A.,Sirunyan A.M.,407
49379,De Boer W.,Sirunyan A.M.,407
29796,Breeze S.,Sirunyan A.M.,407
49425,De Filippis N.,Sirunyan A.M.,407
115971,Sirunyan A.M.,Stepennov A.,407
115919,Sirunyan A.M.,Spitzbart D.,407
116170,Sirunyan A.M.,Tekten S.,407
116937,Sirunyan A.M.,Yu D.,407
49587,De Palma M.,Sirunyan A.M.,407
115003,Shtipliyski A.,Sirunyan A.M.,407
116802,Sirunyan A.M.,Winterbottom D.,407
47933,Csanad M.,Sirunyan A.M.,408
115902,Sirunyan A.M.,Spanring M.,408
116979,Sirunyan A.M.,Zarucki M.,408
99954,Norberg S.,Sirunyan A.M.,408
100579,Oh G.,Sirunyan A.M.,408
113916,Schmitz E.,Sirunyan A.M.,408
25621,Benaglia A.,Sirunyan A.M.,408
80392,Kole G.,Sirunyan A.M.,408
115912,Sirunyan A.M.,Spiga D.,408
49661,De Wolf E.A.,Sirunyan A.M.,408
116973,Sirunyan A.M.,Zanetti M.,408
101670,Padula S.S.,Sirunyan A.M.,408
95430,Misheva M.,Sirunyan A.M.,408
29648,Brainerd C.,Sirunyan A.M.,409
32282,Canepa A.,Sirunyan A.M.,409
103892,Pena C.,Sirunyan A.M.,409
116395,Sirunyan A.M.,Ujvari B.,409
116763,Sirunyan A.M.,Wichmann K.,409
59522,Gokbulut G.,Sirunyan A.M.,409
26004,Berger P.,Sirunyan A.M.,409
116735,Sirunyan A.M.,Wen Y.,409
117012,Sirunyan A.M.,Zhang Z.,409
117030,Sirunyan A.M.,Zhu D.H.,409
115819,Sirunyan A.M.,Smirnov I.,409
58670,Gecse Z.,Sirunyan A.M.,409
116419,Sirunyan A.M.,Uvarov L.,409
113932,Schneider B.,Sirunyan A.M.,409
50890,Dhingra N.,Sirunyan A.M.,409
116004,Sirunyan A.M.,Strologas J.,409
110347,Ressegotti M.,Sirunyan A.M.,409
29344,Botta V.,Sirunyan A.M.,409
48830,Das P.,Sirunyan A.M.,409
49510,De Lentdecker G.,Sirunyan A.M.,409
23656,Band R.,Sirunyan A.M.,409
60156,Grandi C.,Sirunyan A.M.,409
74139,Karimäki V.,Sirunyan A.M.,409
78244,Klijnsma T.,Sirunyan A.M.,409
26903,Bianco M.,Sirunyan A.M.,409
116373,Sirunyan A.M.,Tuominen E.,409
40233,Chatterjee S.,Sirunyan A.M.,409
58080,Gao X.,Sirunyan A.M.,410
48849,Das S.,Sirunyan A.M.,410
116536,Sirunyan A.M.,Verbeke W.,410
101597,Ozok F.,Sirunyan A.M.,410
96037,Moon D.H.,Sirunyan A.M.,410
94843,Meneguzzo A.T.,Sirunyan A.M.,410
22708,Bacchetta N.,Sirunyan A.M.,410
117045,Sirunyan A.M.,Zientek M.,411
111217,Rossin R.,Sirunyan A.M.,411
29095,Boran F.,Sirunyan A.M.,411
68206,Ivanov Y.,Sirunyan A.M.,411
22582,Azzurri P.,Sirunyan A.M.,411
95836,Monaco V.,Sirunyan A.M.,411
73434,Kangal E.E.,Sirunyan A.M.,411
116289,Sirunyan A.M.,Tosi N.,411
94045,McBride P.,Sirunyan A.M.,411
62387,Harb A.,Sirunyan A.M.,411
90420,Lourenço C.,Sirunyan A.M.,411
114786,Shepherd-Themistocleous C.H.,Sirunyan A.M.,411
114923,Shoaib M.,Sirunyan A.M.,411
93141,Margoni M.,Sirunyan A.M.,411
29644,Braibant-Giacomelli S.,Sirunyan A.M.,411
114077,Schäfer C.,Sirunyan A.M.,411
91771,Maguire C.,Sirunyan A.M.,411
57143,Francois B.,Sirunyan A.M.,412
95638,Moeller A.,Sirunyan A.M.,412
18252,Apanasevich L.,Sirunyan A.M.,412
54307,Erice C.,Sirunyan A.M.,412
29475,Bourilkov D.,Sirunyan A.M.,412
87738,Lesko Z.,Sirunyan A.M.,412
84541,Laird E.,Sirunyan A.M.,412
30053,Brondolin E.,Sirunyan A.M.,412
101659,Padhi S.,Sirunyan A.M.,412
32090,Calligaris L.,Sirunyan A.M.,412
95966,Montalvo R.,Sirunyan A.M.,412
116400,Sirunyan A.M.,Undleeb S.,412
55521,Fasanella D.,Sirunyan A.M.,412
55443,Fanò L.,Sirunyan A.M.,412
115845,Sirunyan A.M.,Soares M.S.,412
115876,Sirunyan A.M.,Sonneveld J.,412
81129,Kortelainen M.J.,Sirunyan A.M.,412
116628,Sirunyan A.M.,Vorobiev I.,412
53010,Durgut S.,Sirunyan A.M.,412
113924,Schnaible C.,Sirunyan A.M.,412
23519,Ball A.H.,Sirunyan A.M.,412
115911,Sirunyan A.M.,Spiezia A.,412
101550,Ovcharova A.,Sirunyan A.M.,412
76509,Khristenko V.,Sirunyan A.M.,412
91242,Lykken J.,Sirunyan A.M.,412
25974,Beretvas A.,Sirunyan A.M.,412
25726,Beni N.,Sirunyan A.M.,412
55785,Felcini M.,Sirunyan A.M.,412
116321,Sirunyan A.M.,Tripathi M.,412
116747,Sirunyan A.M.,Wetzel J.,412
51770,Donegà M.,Sirunyan A.M.,412
52247,Dreyer T.,Sirunyan A.M.,412
115964,Sirunyan A.M.,Steinbrück G.,412
26796,Bhowmik S.,Sirunyan A.M.,412
57514,Fulcher J.,Sirunyan A.M.,412
61559,Hagopian S.,Sirunyan A.M.,412
43860,Choi Y.,Sirunyan A.M.,412
112519,Sakuma T.,Sirunyan A.M.,412
112193,Safronov G.,Sirunyan A.M.,412
110456,Ricci-Tam F.,Sirunyan A.M.,412
116054,Sirunyan A.M.,Sung K.,412
48869,Dasgupta A.,Sirunyan A.M.,412
110661,Roberts J.,Sirunyan A.M.,412
50197,Delannoy A.G.,Sirunyan A.M.,412
62094,Hangal D.A.,Sirunyan A.M.,412
116198,Sirunyan A.M.,Thea A.,412
63039,Haytmyradov M.,Sirunyan A.M.,412
116269,Sirunyan A.M.,Tonwar S.C.,412
74090,Karchin P.E.,Sirunyan A.M.,412
44933,Choudhury S.,Sirunyan A.M.,412
100823,Oliveros S.,Sirunyan A.M.,412
55908,Ferbel T.,Sirunyan A.M.,412
12745,Acosta J.G.,Sirunyan A.M.,412
57310,Frühwirth R.,Sirunyan A.M.,413
74423,Kasieczka G.,Sirunyan A.M.,413
45045,Chu J.,Sirunyan A.M.,413
114025,Schulz J.,Sirunyan A.M.,413
24646,Bartók M.,Sirunyan A.M.,413
114264,Selvaggi G.,Sirunyan A.M.,413
87434,Lenz T.,Sirunyan A.M.,413
30909,Bundock A.,Sirunyan A.M.,413
57580,Funk W.,Sirunyan A.M.,413
95620,Modak A.,Sirunyan A.M.,413
58400,Garg R.B.,Sirunyan A.M.,413
51906,Dorigo T.,Sirunyan A.M.,413
116129,Sirunyan A.M.,Tao Z.,413
116120,Sirunyan A.M.,Tan S.M.,413
116967,Sirunyan A.M.,Zaleski S.,413
109928,Rauco G.,Sirunyan A.M.,413
109115,Radburn-Smith B.C.,Sirunyan A.M.,413
109460,Ranieri A.,Sirunyan A.M.,413
74778,Kaya M.,Sirunyan A.M.,413
116326,Sirunyan A.M.,Trocsanyi Z.L.,413
13588,Ahuja S.,Sirunyan A.M.,413
113859,Schieck J.,Sirunyan A.M.,414
60315,Grebenyuk A.,Sirunyan A.M.,414
84310,Kwok K.H.M.,Sirunyan A.M.,414
82972,Krofcheck D.,Sirunyan A.M.,414
32470,Capiluppi P.,Sirunyan A.M.,414
116527,Sirunyan A.M.,Venditti R.,414
116500,Sirunyan A.M.,Vartak A.,414
116518,Sirunyan A.M.,Veckalns V.,414
102760,Park I.C.,Sirunyan A.M.,414
102840,Park S.K.,Sirunyan A.M.,414
101987,Palichik V.,Sirunyan A.M.,414
102567,Paoletti S.,Sirunyan A.M.,414
115223,Silvestris L.,Sirunyan A.M.,414
87368,Lelek A.,Sirunyan A.M.,414
24924,Bauerdick L.A.T.,Sirunyan A.M.,414
114072,Schwick C.,Sirunyan A.M.,414
114267,Selvaggi M.,Sirunyan A.M.,414
114085,Schöfbeck R.,Sirunyan A.M.,414
87855,Levchuk L.,Sirunyan A.M.,414
30508,Buccilli A.,Sirunyan A.M.,414
24627,Bartosik N.,Sirunyan A.M.,414
59553,Goldouzian R.,Sirunyan A.M.,414
117000,Sirunyan A.M.,Zhang F.,414
60599,Grünendahl S.,Sirunyan A.M.,414
106884,Pook T.,Sirunyan A.M.,414
101584,Ozdemir K.,Sirunyan A.M.,414
116655,Sirunyan A.M.,Walczak M.,414
100049,Nowack A.,Sirunyan A.M.,414
33324,Cavallo F.R.,Sirunyan A.M.,414
27484,Bodek A.,Sirunyan A.M.,414
32647,Caputo C.,Sirunyan A.M.,414
83019,Kropivnitskaya A.,Sirunyan A.M.,414
116753,Sirunyan A.M.,Whitbeck A.,414
76676,Khurana R.,Sirunyan A.M.,414
27047,Bilei G.M.,Sirunyan A.M.,414
51150,Dildick S.,Sirunyan A.M.,414
108427,Puljak I.,Sirunyan A.M.,414
61391,Górski M.,Sirunyan A.M.,414
46023,Chwalek T.,Sirunyan A.M.,414
42372,Chertok M.,Sirunyan A.M.,414
115985,Sirunyan A.M.,Stone R.,414
55933,Ferencek D.,Sirunyan A.M.,414
112590,Salfeld-Nebgen J.,Sirunyan A.M.,414
46804,Colaleo A.,Sirunyan A.M.,414
116238,Sirunyan A.M.,Tkaczyk S.,414
72264,Kadastik M.,Sirunyan A.M.,414
98886,Nguyen D.,Sirunyan A.M.,414
98265,Nayak A.,Sirunyan A.M.,414
116692,Sirunyan A.M.,Waqas M.,414
26202,Bernardes C.A.,Sirunyan A.M.,414
91732,Maggi M.,Sirunyan A.M.,414
65061,Hos I.,Sirunyan A.M.,414
111730,Rusack R.,Sirunyan A.M.,414
24543,Bartek R.,Sirunyan A.M.,414
13152,Agapitos A.,Sirunyan A.M.,414
10549,Abbiendi G.,Sirunyan A.M.,414
116997,Sirunyan A.M.,Zghiche A.,415
10456,Aarrestad T.K.,Sirunyan A.M.,415
56254,Ferro F.,Sirunyan A.M.,415
56322,Fienga F.,Sirunyan A.M.,415
56869,Fontaine J.C.,Sirunyan A.M.,415
116743,Sirunyan A.M.,Wertz S.,415
26039,Beri S.B.,Sirunyan A.M.,415
91728,Maggi G.,Sirunyan A.M.,415
100382,Nuzzo S.,Sirunyan A.M.,415
90170,Long K.,Sirunyan A.M.,415
92264,Maksimovic P.,Sirunyan A.M.,415
92512,Malvezzi S.,Sirunyan A.M.,415
90265,Lopez-Fernandez R.,Sirunyan A.M.,415
91114,Luo J.,Sirunyan A.M.,415
100024,Novaes S.F.,Sirunyan A.M.,415
27658,Boletti A.,Sirunyan A.M.,415
27728,Bonacorsi D.,Sirunyan A.M.,415
89554,Lipka K.,Sirunyan A.M.,415
89579,Lista L.,Sirunyan A.M.,415
100498,Odell N.,Sirunyan A.M.,415
116585,Sirunyan A.M.,Viliani L.,415
116604,Sirunyan A.M.,Vitulo P.,415
24896,Battilana C.,Sirunyan A.M.,415
97085,Musich M.,Sirunyan A.M.,415
97187,My S.,Sirunyan A.M.,415
93091,Marcellini S.,Sirunyan A.M.,415
116532,Sirunyan A.M.,Venturi A.,415
116539,Sirunyan A.M.,Verdini P.G.,415
116555,Sirunyan A.M.,Verwilligen P.,415
87472,Leontsinis S.,Sirunyan A.M.,415
87861,Levin A.,Sirunyan A.M.,415
101655,Padeken K.,Sirunyan A.M.,415
102001,Palla F.,Sirunyan A.M.,415
102012,Palmer C.,Sirunyan A.M.,415
102576,Paolucci P.,Sirunyan A.M.,415
84973,Lange W.,Sirunyan A.M.,415
103024,Pasztor G.,Sirunyan A.M.,415
84978,Langenegger U.,Sirunyan A.M.,415
116786,Sirunyan A.M.,Williams T.,415
93162,Mariani V.,Sirunyan A.M.,415
93529,Masetti G.,Sirunyan A.M.,415
31133,Buontempo S.,Sirunyan A.M.,415
31545,Butler J.N.,Sirunyan A.M.,415
31918,Cadamuro L.,Sirunyan A.M.,415
103769,Pedrini D.,Sirunyan A.M.,415
84763,Lampén T.,Sirunyan A.M.,415
104183,Perrotta A.,Sirunyan A.M.,415
84361,Kyriacou S.,Sirunyan A.M.,415
82837,Krintiras G.,Sirunyan A.M.,415
83171,Krücker D.,Sirunyan A.M.,415
32178,Campanini R.,Sirunyan A.M.,415
116428,Sirunyan A.M.,Vai I.,415
82497,Kovac M.,Sirunyan A.M.,415
33014,Cartiglia N.,Sirunyan A.M.,415
33162,Caspart R.,Sirunyan A.M.,415
78172,Klanner R.,Sirunyan A.M.,415
33237,Castro A.,Sirunyan A.M.,415
106570,Pompili A.,Sirunyan A.M.,415
24130,Barbagli G.,Sirunyan A.M.,415
116324,Sirunyan A.M.,Trocino D.,415
41545,Chen X.,Sirunyan A.M.,415
108394,Pugliese G.,Sirunyan A.M.,415
75856,Khan W.A.,Sirunyan A.M.,415
108029,Primavera F.,Sirunyan A.M.,415
116288,Sirunyan A.M.,Tosi M.,415
42568,Chhibra S.S.,Sirunyan A.M.,415
46126,Civinini C.,Sirunyan A.M.,415
109165,Ragazzi S.,Sirunyan A.M.,415
73976,Kaplan S.,Sirunyan A.M.,415
116200,Sirunyan A.M.,Theofilatos K.,415
94896,Meola S.,Sirunyan A.M.,415
94904,Mercadante P.G.,Sirunyan A.M.,415
22574,Azzi P.,Sirunyan A.M.,415
22905,Bagliesi G.,Sirunyan A.M.,415
96473,Moroni L.,Sirunyan A.M.,415
47383,Cooperstein S.,Sirunyan A.M.,415
47554,Costa M.,Sirunyan A.M.,415
116150,Sirunyan A.M.,Tavolaro V.R.,415
116175,Sirunyan A.M.,Tenchini R.,415
47763,Creanza D.,Sirunyan A.M.,415
47812,Cristella L.,Sirunyan A.M.,415
110002,Re V.,Sirunyan A.M.,415
48342,Dallavalle G.M.,Sirunyan A.M.,415
116069,Sirunyan A.M.,Swartz M.,415
110700,Robutti E.,Sirunyan A.M.,415
66768,Iaselli G.,Sirunyan A.M.,415
65169,Hou W.S.,Sirunyan A.M.,415
111740,Ruspa M.,Sirunyan A.M.,415
21350,Aushev T.,Sirunyan A.M.,415
116860,Sirunyan A.M.,Würthwein F.,415
94789,Melo A.,Sirunyan A.M.,415
94810,Menasce D.,Sirunyan A.M.,415
94872,Menichelli M.,Sirunyan A.M.,415
50290,Demaria N.,Sirunyan A.M.,415
116017,Sirunyan A.M.,Sturdy J.,415
112401,Saka H.,Sirunyan A.M.,415
112634,Salvini P.,Sirunyan A.M.,415
61410,Gülmez E.,Sirunyan A.M.,415
52106,Dragicevic M.,Sirunyan A.M.,415
60383,Gregores E.M.,Sirunyan A.M.,415
60474,Grippo M.T.,Sirunyan A.M.,415
60581,Grynyov B.,Sirunyan A.M.,415
95243,Mikulec I.,Sirunyan A.M.,415
18964,Arenton M.W.,Sirunyan A.M.,415
116920,Sirunyan A.M.,Yetkin E.A.,415
116928,Sirunyan A.M.,Yoo H.D.,415
94967,Meschini M.,Sirunyan A.M.,415
113667,Savoy-Navarro A.,Sirunyan A.M.,415
53224,Dünser M.,Sirunyan A.M.,415
115850,Sirunyan A.M.,Soffi L.,415
115855,Sirunyan A.M.,Sola V.,415
115894,Sirunyan A.M.,Spagnolo P.,415
113991,Schröder M.,Sirunyan A.M.,415
114090,Schönenberger M.,Sirunyan A.M.,415
53996,Elliott-Peisert A.,Sirunyan A.M.,415
59087,Giassi A.,Sirunyan A.M.,415
114108,Scott E.,Sirunyan A.M.,415
114209,Seidel M.,Sirunyan A.M.,415
115832,Sirunyan A.M.,Smith N.,415
58762,Gennai S.,Sirunyan A.M.,415
114490,Sexton-Kennedy E.,Sirunyan A.M.,415
114505,Sguazzoni G.,Sirunyan A.M.,415
54604,Etesami S.M.,Sirunyan A.M.,415
55621,Fay J.,Sirunyan A.M.,415
10568,Abbrescia M.,Sirunyan A.M.,415
114725,Shchelina K.,Sirunyan A.M.,415
117067,Sirunyan A.M.,Zucchetta A.,415
13226,Agram J.L.,Sirunyan A.M.,416
95225,Mignerey A.C.,Sirunyan A.M.,416
95452,Missiroli M.,Sirunyan A.M.,416
95496,Mitra S.,Sirunyan A.M.,416
95504,Mitselmakher G.,Sirunyan A.M.,416
95592,Mnich J.,Sirunyan A.M.,416
95700,Mohammadi A.,Sirunyan A.M.,416
95255,Milenovic P.,Sirunyan A.M.,416
95305,Milosevic J.,Sirunyan A.M.,416
95381,Mirabito L.,Sirunyan A.M.,416
95401,Mironov C.,Sirunyan A.M.,416
10484,Abbaneo D.,Sirunyan A.M.,416
11116,Abdullin S.,Sirunyan A.M.,416
11294,Abercrombie D.,Sirunyan A.M.,416
12741,Acosta D.,Sirunyan A.M.,416
15389,Alexander J.,Sirunyan A.M.,416
95222,Migliore E.,Sirunyan A.M.,416
94956,Mersi S.,Sirunyan A.M.,416
95810,Molnar J.,Sirunyan A.M.,416
95851,Mondal K.,Sirunyan A.M.,416
95958,Montagna P.,Sirunyan A.M.,416
95974,Monteil E.,Sirunyan A.M.,416
95983,Monteno M.,Sirunyan A.M.,416
96034,Moon C.S.,Sirunyan A.M.,416
96240,Moortgat F.,Sirunyan A.M.,416
94964,Meschi E.,Sirunyan A.M.,416
94994,Messineo A.,Sirunyan A.M.,416
95001,Mestvirishvili A.,Sirunyan A.M.,416
95082,Meyer A.,Sirunyan A.M.,416
95085,Meyer A.B.,Sirunyan A.M.,416
95092,Meyer M.,Sirunyan A.M.,416
13190,Aggleton R.,Sirunyan A.M.,416
96285,Moraes A.,Sirunyan A.M.,416
96351,Moran D.,Sirunyan A.M.,416
96515,Morse D.M.,Sirunyan A.M.,416
96591,Mousa J.,Sirunyan A.M.,416
96622,Mrenna S.,Sirunyan A.M.,416
16775,Amsler C.,Sirunyan A.M.,416
94639,Mei H.,Sirunyan A.M.,416
94642,Mei K.,Sirunyan A.M.,416
94654,Meijers F.,Sirunyan A.M.,416
94661,Meinhard M.T.,Sirunyan A.M.,416
94800,Melzer-Pellmann I.A.,Sirunyan A.M.,416
94851,Meng F.,Sirunyan A.M.,416
94921,Meridiani P.,Sirunyan A.M.,416
94924,Merkel P.,Sirunyan A.M.,416
94933,Merlin J.A.,Sirunyan A.M.,416
94937,Merlo J.P.,Sirunyan A.M.,416
93525,Maselli S.,Sirunyan A.M.,416
93551,Mason D.,Sirunyan A.M.,416
93581,Massironi A.,Sirunyan A.M.,416
93605,Mastrolorenzo L.,Sirunyan A.M.,416
93659,Matchev K.,Sirunyan A.M.,416
96771,Mueller R.,Sirunyan A.M.,416
16829,Anagnostou G.,Sirunyan A.M.,416
96850,Mulders M.,Sirunyan A.M.,416
96857,Mulhearn M.,Sirunyan A.M.,416
96907,Mundim L.,Sirunyan A.M.,416
97040,Murray M.,Sirunyan A.M.,416
97077,Murzin V.,Sirunyan A.M.,416
93709,Matorras F.,Sirunyan A.M.,416
93830,Matveev V.,Sirunyan A.M.,416
93947,Mazumdar K.,Sirunyan A.M.,416
96243,Moortgat S.,Sirunyan A.M.,416
93023,Manzoni R.A.,Sirunyan A.M.,416
93040,Mao Y.,Sirunyan A.M.,416
97089,Musienko Y.,Sirunyan A.M.,416
17139,Andrea J.,Sirunyan A.M.,416
97324,Nachtman J.,Sirunyan A.M.,416
97430,Nahn S.,Sirunyan A.M.,416
97447,Naimuddin M.,Sirunyan A.M.,416
93081,Maravin Y.,Sirunyan A.M.,416
93181,Marinelli N.,Sirunyan A.M.,416
93185,Marini A.C.,Sirunyan A.M.,416
93202,Mariotti C.,Sirunyan A.M.,416
93239,Marlow D.,Sirunyan A.M.,416
93298,Martelli A.,Sirunyan A.M.,416
93346,Martinez G.,Sirunyan A.M.,416
93493,Marzocchi B.,Sirunyan A.M.,416
93508,Masciovecchio M.,Sirunyan A.M.,416
98030,Nash K.,Sirunyan A.M.,416
98213,Navarria F.L.,Sirunyan A.M.,416
92138,Majumder D.,Sirunyan A.M.,416
92141,Majumder G.,Sirunyan A.M.,416
92271,Mal P.,Sirunyan A.M.,416
92318,Malakhov A.,Sirunyan A.M.,416
92364,Malberti M.,Sirunyan A.M.,416
92371,Malcles J.,Sirunyan A.M.,416
92430,Malhotra S.,Sirunyan A.M.,416
17147,Andreev V.,Sirunyan A.M.,416
92624,Mandal K.,Sirunyan A.M.,416
92813,Mankel R.,Sirunyan A.M.,416
92841,Mannelli M.,Sirunyan A.M.,416
92959,Mans J.,Sirunyan A.M.,416
92974,Manthos N.,Sirunyan A.M.,416
92988,Mantovani G.,Sirunyan A.M.,416
98465,Neumeister N.,Sirunyan A.M.,416
98475,Newbold D.M.,Sirunyan A.M.,416
98487,Newman H.B.,Sirunyan A.M.,416
98561,Ngadiuba J.,Sirunyan A.M.,416
98952,Nguyen M.,Sirunyan A.M.,416
99098,Ni H.,Sirunyan A.M.,416
99145,Nicolaou C.,Sirunyan A.M.,416
99171,Niedziela M.,Sirunyan A.M.,416
91697,Maeshima K.,Sirunyan A.M.,416
91751,Magnan A.M.,Sirunyan A.M.,416
17151,Andreev Y.,Sirunyan A.M.,416
92024,Maier B.,Sirunyan A.M.,416
92076,Maity M.,Sirunyan A.M.,416
97759,Nandan S.,Sirunyan A.M.,416
97928,Narain M.,Sirunyan A.M.,416
98027,Nash J.,Sirunyan A.M.,416
100456,Obertino M.M.,Sirunyan A.M.,416
100463,Obraztsov S.,Sirunyan A.M.,416
90176,Long O.R.,Sirunyan A.M.,416
90195,Longo E.,Sirunyan A.M.,416
90405,Loukas D.,Sirunyan A.M.,416
90408,Loukas N.,Sirunyan A.M.,416
90428,Loveless R.,Sirunyan A.M.,416
90443,Lowette S.,Sirunyan A.M.,416
90514,Lu R.S.,Sirunyan A.M.,416
90663,Lucchini M.T.,Sirunyan A.M.,416
91172,Lustermann W.,Sirunyan A.M.,416
91186,Luukka P.,Sirunyan A.M.,416
